TOP.5d5a6c11.0007e1b2	START
TOP.5d5cef3d.00093e5f	user_options->hex_salt	0
TOP.5d5cef3d.00093e5f	user_options->hex_wordlist	0
TOP.5d5cef3d.00093e5f	user_options->increment	0
TOP.5d5cef3d.00093e5f	user_options->increment_max	256
TOP.5d5cef3d.00093e5f	user_options->increment_min	1
TOP.5d5cef3d.00093e5f	user_options->keep_guessing	0
TOP.5d5cef3d.00093e5f	user_options->kernel_accel	0
TOP.5d5cef3d.00093e5f	user_options->kernel_loops	0
TOP.5d5cef3d.00093e5f	user_options->kernel_threads	0
TOP.5d5cef3d.00093e5f	user_options->keyspace	0
TOP.5d5cef3d.00093e5f	user_options->left	0
TOP.5d5cef3d.00093e5f	user_options->logfile_disable	0
TOP.5d5cef3d.00093e5f	user_options->loopback	0
TOP.5d5cef3d.00093e5f	user_options->machine_readable	0
TOP.5d5cef3d.00093e5f	user_options->markov_classic	0
TOP.5d5cef3d.00093e5f	user_options->markov_disable	0
TOP.5d5cef3d.00093e5f	user_options->markov_threshold	256
TOP.5d5cef3d.00093e5f	user_options->opencl_info	0
TOP.5d5cef3d.00093e5f	user_options->opencl_vector_width	0
TOP.5d5cef3d.00093e5f	user_options->optimized_kernel_enable	0
TOP.5d5cef3d.00093e5f	user_options->outfile_autohex	1
TOP.5d5cef3d.00093e5f	user_options->outfile_check_timer	5
TOP.5d5cef3d.00093e5f	user_options->outfile_format	3
TOP.5d5cef3d.00093e5f	user_options->wordlist_autohex_disable	0
TOP.5d5cef3d.00093e5f	user_options->potfile_disable	0
TOP.5d5cef3d.00093e5f	user_options->progress_only	0
TOP.5d5cef3d.00093e5f	user_options->quiet	0
TOP.5d5cef3d.00093e5f	user_options->remove	0
TOP.5d5cef3d.00093e5f	user_options->remove_timer	60
TOP.5d5cef3d.00093e5f	user_options->restore	0
TOP.5d5cef3d.00093e5f	user_options->restore_disable	0
TOP.5d5cef3d.00093e5f	user_options->restore_timer	60
TOP.5d5cef3d.00093e5f	user_options->rp_files_cnt	0
TOP.5d5cef3d.00093e5f	user_options->rp_gen	0
TOP.5d5cef3d.00093e5f	user_options->rp_gen_func_max	4
TOP.5d5cef3d.00093e5f	user_options->rp_gen_func_min	1
TOP.5d5cef3d.00093e5f	user_options->rp_gen_seed	0
TOP.5d5cef3d.00093e5f	user_options->runtime	0
TOP.5d5cef3d.00093e5f	user_options->scrypt_tmto	0
TOP.5d5cef3d.00093e5f	user_options->segment_size	33554432
TOP.5d5cef3d.00093e5f	user_options->self_test_disable	0
TOP.5d5cef3d.00093e5f	user_options->slow_candidates	0
TOP.5d5cef3d.00093e5f	user_options->show	0
TOP.5d5cef3d.00093e5f	user_options->speed_only	0
TOP.5d5cef3d.00093e5f	user_options->spin_damp	8
TOP.5d5cef3d.00093e5f	user_options->status	0
TOP.5d5cef3d.00093e5f	user_options->status_timer	10
TOP.5d5cef3d.00093e5f	user_options->stdout_flag	0
TOP.5d5cef3d.00093e5f	user_options->usage	0
TOP.5d5cef3d.00093e5f	user_options->username	0
TOP.5d5cef3d.00093e5f	user_options->veracrypt_pim	0
TOP.5d5cef3d.00093e5f	user_options->version	0
TOP.5d5cef3d.00093e5f	user_options->workload_profile	2
TOP.5d5cef3d.00093e5f	user_options->brain_client	0
TOP.5d5cef3d.00093e5f	user_options->brain_client_features	2
TOP.5d5cef3d.00093e5f	user_options->brain_server	0
TOP.5d5cef3d.00093e5f	user_options->brain_port	6863
TOP.5d5cef3d.00093e5f	user_options->brain_session	0
TOP.5d5cef3d.00093e5f	hashes->hashfile	D:\hackertools\test.txt
TOP.5d5cef3d.00093e5f	hashes->hashlist_mode	4
TOP.5d5cef3d.00093e5f	hashes->hashlist_format	0
TOP.5d5cef3d.00093e5f	hashes->hashes_cnt	0
TOP.5d5cef3d.00093e5f	hashes->digests_cnt	1
TOP.5d5cef3d.00093e5f	hashes->digests_done	0
TOP.5d5cef3d.00093e5f	hashes->salts_cnt	1
TOP.5d5cef3d.00093e5f	hashes->salts_done	0
TOP.5d5cef3d.00093e5f	proc_start	1566371645
TOP.5d5cef3d.00093e5f	proc_stop	1566371645
TOP.5d5cef3d.00093e5f	STOP
TOP.5d5cef55.0007398b	START
TOP.5d5cef55.0007398b	user_options->separator	:
TOP.5d5cef55.0007398b	user_options->encoding_from	utf-8
TOP.5d5cef55.0007398b	user_options->encoding_to	utf-8
TOP.5d5cef55.0007398b	user_options->rule_buf_l	:
TOP.5d5cef55.0007398b	user_options->rule_buf_r	:
TOP.5d5cef55.0007398b	user_options->session	hashcat
TOP.5d5cef55.0007398b	user_options->limit	0
TOP.5d5cef55.0007398b	user_options->skip	0
TOP.5d5cef55.0007398b	user_options->attack_mode	0
TOP.5d5cef55.0007398b	user_options->benchmark	0
TOP.5d5cef55.0007398b	user_options->benchmark_all	0
TOP.5d5cef55.0007398b	user_options->bitmap_max	18
TOP.5d5cef55.0007398b	user_options->bitmap_min	16
TOP.5d5cef55.0007398b	user_options->debug_mode	0
TOP.5d5cef55.0007398b	user_options->example_hashes	0
TOP.5d5cef55.0007398b	user_options->force	1
TOP.5d5cef55.0007398b	user_options->hwmon_disable	0
TOP.5d5cef55.0007398b	user_options->hwmon_temp_abort	90
TOP.5d5cef55.0007398b	user_options->hash_mode	13100
TOP.5d5cef55.0007398b	user_options->hex_charset	0
TOP.5d5cef55.0007398b	user_options->hex_salt	0
TOP.5d5cef55.0007398b	user_options->hex_wordlist	0
TOP.5d5cef55.0007398b	user_options->increment	0
TOP.5d5cef55.0007398b	user_options->increment_max	256
TOP.5d5cef55.0007398b	user_options->increment_min	1
TOP.5d5cef55.0007398b	user_options->keep_guessing	0
TOP.5d5cef55.0007398b	user_options->kernel_accel	0
TOP.5d5cef55.0007398b	user_options->kernel_loops	0
TOP.5d5cef55.0007398b	user_options->kernel_threads	0
TOP.5d5cef55.0007398b	user_options->keyspace	0
TOP.5d5cef55.0007398b	user_options->left	0
TOP.5d5cef55.0007398b	user_options->logfile_disable	0
TOP.5d5cef55.0007398b	user_options->loopback	0
TOP.5d5cef55.0007398b	user_options->machine_readable	0
TOP.5d5cef55.0007398b	user_options->markov_classic	0
TOP.5d5cef55.0007398b	user_options->markov_disable	0
TOP.5d5cef55.0007398b	user_options->markov_threshold	256
TOP.5d5cef55.0007398b	user_options->opencl_info	0
TOP.5d5cef55.0007398b	user_options->opencl_vector_width	0
TOP.5d5cef55.0007398b	user_options->optimized_kernel_enable	0
TOP.5d5cef55.0007398b	user_options->outfile_autohex	1
TOP.5d5cef55.0007398b	user_options->outfile_check_timer	5
TOP.5d5cef55.0007398b	user_options->outfile_format	3
TOP.5d5cef55.0007398b	user_options->wordlist_autohex_disable	0
TOP.5d5cef55.0007398b	user_options->potfile_disable	0
TOP.5d5cef55.0007398b	user_options->progress_only	0
TOP.5d5cef55.0007398b	user_options->quiet	0
TOP.5d5cef55.0007398b	user_options->remove	0
TOP.5d5cef55.0007398b	user_options->remove_timer	60
TOP.5d5cef55.0007398b	user_options->restore	0
TOP.5d5cef55.0007398b	user_options->restore_disable	0
TOP.5d5cef55.0007398b	user_options->restore_timer	60
TOP.5d5cef55.0007398b	user_options->rp_files_cnt	0
TOP.5d5cef55.0007398b	user_options->rp_gen	0
TOP.5d5cef55.0007398b	user_options->rp_gen_func_max	4
TOP.5d5cef55.0007398b	user_options->rp_gen_func_min	1
TOP.5d5cef55.0007398b	user_options->rp_gen_seed	0
TOP.5d5cef55.0007398b	user_options->runtime	0
TOP.5d5cef55.0007398b	user_options->scrypt_tmto	0
TOP.5d5cef55.0007398b	user_options->segment_size	33554432
TOP.5d5cef55.0007398b	user_options->self_test_disable	0
TOP.5d5cef55.0007398b	user_options->slow_candidates	0
TOP.5d5cef55.0007398b	user_options->show	0
TOP.5d5cef55.0007398b	user_options->speed_only	0
TOP.5d5cef55.0007398b	user_options->spin_damp	8
TOP.5d5cef55.0007398b	user_options->status	0
TOP.5d5cef55.0007398b	user_options->status_timer	10
TOP.5d5cef55.0007398b	user_options->stdout_flag	0
TOP.5d5cef55.0007398b	user_options->usage	0
TOP.5d5cef55.0007398b	user_options->username	0
TOP.5d5cef55.0007398b	user_options->veracrypt_pim	0
TOP.5d5cef55.0007398b	user_options->version	0
TOP.5d5cef55.0007398b	user_options->workload_profile	2
TOP.5d5cef55.0007398b	user_options->brain_client	0
TOP.5d5cef55.0007398b	user_options->brain_client_features	2
TOP.5d5cef55.0007398b	user_options->brain_server	0
TOP.5d5cef55.0007398b	user_options->brain_port	6863
TOP.5d5cef55.0007398b	user_options->brain_session	0
TOP.5d5cef55.0007398b	hashes->hashfile	D:\hackertools\test.txt
TOP.5d5cef55.0007398b	hashes->hashlist_mode	4
TOP.5d5cef55.0007398b	hashes->hashlist_format	0
TOP.5d5cef55.0007398b	hashes->hashes_cnt	0
TOP.5d5cef55.0007398b	hashes->digests_cnt	1
TOP.5d5cef55.0007398b	hashes->digests_done	0
TOP.5d5cef55.0007398b	hashes->salts_cnt	1
TOP.5d5cef55.0007398b	hashes->salts_done	0
TOP.5d5cef55.0007398b	proc_start	1566371669
TOP.5d5cef55.0007398b	proc_stop	1566371669
TOP.5d5cef55.0007398b	STOP
TOP.5d5cef85.00097146	START
TOP.5d5cef85.00097146	user_options->separator	:
TOP.5d5cef85.00097146	user_options->encoding_from	utf-8
TOP.5d5cef85.00097146	user_options->encoding_to	utf-8
TOP.5d5cef85.00097146	user_options->rule_buf_l	:
TOP.5d5cef85.00097146	user_options->rule_buf_r	:
TOP.5d5cef85.00097146	user_options->session	hashcat
TOP.5d5cef85.00097146	user_options->limit	0
TOP.5d5cef85.00097146	user_options->skip	0
TOP.5d5cef85.00097146	user_options->attack_mode	0
TOP.5d5cef85.00097146	user_options->benchmark	0
TOP.5d5cef85.00097146	user_options->benchmark_all	0
TOP.5d5cef85.00097146	user_options->bitmap_max	18
TOP.5d5cef85.00097146	user_options->bitmap_min	16
TOP.5d5cef85.00097146	user_options->debug_mode	0
TOP.5d5cef85.00097146	user_options->example_hashes	0
TOP.5d5cef85.00097146	user_options->force	1
TOP.5d5cef85.00097146	user_options->hwmon_disable	0
TOP.5d5cef85.00097146	user_options->hwmon_temp_abort	90
TOP.5d5cef85.00097146	user_options->hash_mode	13100
TOP.5d5cef85.00097146	user_options->hex_charset	0
TOP.5d5cef85.00097146	user_options->hex_salt	0
TOP.5d5cef85.00097146	user_options->hex_wordlist	0
TOP.5d5cef85.00097146	user_options->increment	0
TOP.5d5cef85.00097146	user_options->increment_max	256
TOP.5d5cef85.00097146	user_options->increment_min	1
TOP.5d5cef85.00097146	user_options->keep_guessing	0
TOP.5d5cef85.00097146	user_options->kernel_accel	0
TOP.5d5cef85.00097146	user_options->kernel_loops	0
TOP.5d5cef85.00097146	user_options->kernel_threads	0
TOP.5d5cef85.00097146	user_options->keyspace	0
TOP.5d5cef85.00097146	user_options->left	0
TOP.5d5cef85.00097146	user_options->logfile_disable	0
TOP.5d5cef85.00097146	user_options->loopback	0
TOP.5d5cef85.00097146	user_options->machine_readable	0
TOP.5d5cef85.00097146	user_options->markov_classic	0
TOP.5d5cef85.00097146	user_options->markov_disable	0
TOP.5d5cef85.00097146	user_options->markov_threshold	256
TOP.5d5cef85.00097146	user_options->opencl_info	0
TOP.5d5cef85.00097146	user_options->opencl_vector_width	0
TOP.5d5cef85.00097146	user_options->optimized_kernel_enable	0
TOP.5d5cef85.00097146	user_options->outfile_autohex	1
TOP.5d5cef85.00097146	user_options->outfile_check_timer	5
TOP.5d5cef85.00097146	user_options->outfile_format	3
TOP.5d5cef85.00097146	user_options->wordlist_autohex_disable	0
TOP.5d5cef85.00097146	user_options->potfile_disable	0
TOP.5d5cef85.00097146	user_options->progress_only	0
TOP.5d5cef85.00097146	user_options->quiet	0
TOP.5d5cef85.00097146	user_options->remove	0
TOP.5d5cef85.00097146	user_options->remove_timer	60
TOP.5d5cef85.00097146	user_options->restore	0
TOP.5d5cef85.00097146	user_options->restore_disable	0
TOP.5d5cef85.00097146	user_options->restore_timer	60
TOP.5d5cef85.00097146	user_options->rp_files_cnt	0
TOP.5d5cef85.00097146	user_options->rp_gen	0
TOP.5d5cef85.00097146	user_options->rp_gen_func_max	4
TOP.5d5cef85.00097146	user_options->rp_gen_func_min	1
TOP.5d5cef85.00097146	user_options->rp_gen_seed	0
TOP.5d5cef85.00097146	user_options->runtime	0
TOP.5d5cef85.00097146	user_options->scrypt_tmto	0
TOP.5d5cef85.00097146	user_options->segment_size	33554432
TOP.5d5cef85.00097146	user_options->self_test_disable	0
TOP.5d5cef85.00097146	user_options->slow_candidates	0
TOP.5d5cef85.00097146	user_options->show	0
TOP.5d5cef85.00097146	user_options->speed_only	0
TOP.5d5cef85.00097146	user_options->spin_damp	8
TOP.5d5cef85.00097146	user_options->status	0
TOP.5d5cef85.00097146	user_options->status_timer	10
TOP.5d5cef85.00097146	user_options->stdout_flag	0
TOP.5d5cef85.00097146	user_options->usage	0
TOP.5d5cef85.00097146	user_options->username	0
TOP.5d5cef85.00097146	user_options->veracrypt_pim	0
TOP.5d5cef85.00097146	user_options->version	0
TOP.5d5cef85.00097146	user_options->workload_profile	2
TOP.5d5cef85.00097146	user_options->brain_client	0
TOP.5d5cef85.00097146	user_options->brain_client_features	2
TOP.5d5cef85.00097146	user_options->brain_server	0
TOP.5d5cef85.00097146	user_options->brain_port	6863
TOP.5d5cef85.00097146	user_options->brain_session	0
TOP.5d5cef85.00097146	hashes->hashfile	D:\hackertools\test.txt
TOP.5d5cef85.00097146	hashes->hashlist_mode	4
TOP.5d5cef85.00097146	hashes->hashlist_format	0
TOP.5d5cef85.00097146	hashes->hashes_cnt	0
TOP.5d5cef85.00097146	hashes->digests_cnt	1
TOP.5d5cef85.00097146	hashes->digests_done	0
TOP.5d5cef85.00097146	hashes->salts_cnt	1
TOP.5d5cef85.00097146	hashes->salts_done	0
TOP.5d5cef85.00097146	proc_start	1566371717
TOP.5d5cef85.00097146	proc_stop	1566371732
TOP.5d5cef85.00097146	STOP
TOP.5d5cefbb.000df151	START
TOP.5d5cefbb.000df151	user_options->separator	:
TOP.5d5cefbb.000df151	user_options->encoding_from	utf-8
TOP.5d5cefbb.000df151	user_options->encoding_to	utf-8
TOP.5d5cefbb.000df151	user_options->rule_buf_l	:
TOP.5d5cefbb.000df151	user_options->rule_buf_r	:
TOP.5d5cefbb.000df151	user_options->session	hashcat
TOP.5d5cefbb.000df151	user_options->limit	0
TOP.5d5cefbb.000df151	user_options->skip	0
TOP.5d5cefbb.000df151	user_options->attack_mode	0
TOP.5d5cefbb.000df151	user_options->benchmark	0
TOP.5d5cefbb.000df151	user_options->benchmark_all	0
TOP.5d5cefbb.000df151	user_options->bitmap_max	18
TOP.5d5cefbb.000df151	user_options->bitmap_min	16
TOP.5d5cefbb.000df151	user_options->debug_mode	0
TOP.5d5cefbb.000df151	user_options->example_hashes	0
TOP.5d5cefbb.000df151	user_options->force	1
TOP.5d5cefbb.000df151	user_options->hwmon_disable	0
TOP.5d5cefbb.000df151	user_options->hwmon_temp_abort	90
TOP.5d5cefbb.000df151	user_options->hash_mode	13100
TOP.5d5cefbb.000df151	user_options->hex_charset	0
TOP.5d5cefbb.000df151	user_options->hex_salt	0
TOP.5d5cefbb.000df151	user_options->hex_wordlist	0
TOP.5d5cefbb.000df151	user_options->increment	0
TOP.5d5cefbb.000df151	user_options->increment_max	256
TOP.5d5cefbb.000df151	user_options->increment_min	1
TOP.5d5cefbb.000df151	user_options->keep_guessing	0
TOP.5d5cefbb.000df151	user_options->kernel_accel	0
TOP.5d5cefbb.000df151	user_options->kernel_loops	0
TOP.5d5cefbb.000df151	user_options->kernel_threads	0
TOP.5d5cefbb.000df151	user_options->keyspace	0
TOP.5d5cefbb.000df151	user_options->left	0
TOP.5d5cefbb.000df151	user_options->logfile_disable	0
TOP.5d5cefbb.000df151	user_options->loopback	0
TOP.5d5cefbb.000df151	user_options->machine_readable	0
TOP.5d5cefbb.000df151	user_options->markov_classic	0
TOP.5d5cefbb.000df151	user_options->markov_disable	0
TOP.5d5cefbb.000df151	user_options->markov_threshold	256
TOP.5d5cefbb.000df151	user_options->opencl_info	0
TOP.5d5cefbb.000df151	user_options->opencl_vector_width	0
TOP.5d5cefbb.000df151	user_options->optimized_kernel_enable	0
TOP.5d5cefbb.000df151	user_options->outfile_autohex	1
TOP.5d5cefbb.000df151	user_options->outfile_check_timer	5
TOP.5d5cefbb.000df151	user_options->outfile_format	3
TOP.5d5cefbb.000df151	user_options->wordlist_autohex_disable	0
TOP.5d5cefbb.000df151	user_options->potfile_disable	0
TOP.5d5cefbb.000df151	user_options->progress_only	0
TOP.5d5cefbb.000df151	user_options->quiet	0
TOP.5d5cefbb.000df151	user_options->remove	0
TOP.5d5cefbb.000df151	user_options->remove_timer	60
TOP.5d5cefbb.000df151	user_options->restore	0
TOP.5d5cefbb.000df151	user_options->restore_disable	0
TOP.5d5cefbb.000df151	user_options->restore_timer	60
TOP.5d5cefbb.000df151	user_options->rp_files_cnt	0
TOP.5d5cefbb.000df151	user_options->rp_gen	0
TOP.5d5cefbb.000df151	user_options->rp_gen_func_max	4
TOP.5d5cefbb.000df151	user_options->rp_gen_func_min	1
TOP.5d5cefbb.000df151	user_options->rp_gen_seed	0
TOP.5d5cefbb.000df151	user_options->runtime	0
TOP.5d5cefbb.000df151	user_options->scrypt_tmto	0
TOP.5d5cefbb.000df151	user_options->segment_size	33554432
TOP.5d5cefbb.000df151	user_options->self_test_disable	1
TOP.5d5cefbb.000df151	user_options->slow_candidates	0
TOP.5d5cefbb.000df151	user_options->show	0
TOP.5d5cefbb.000df151	user_options->speed_only	0
TOP.5d5cefbb.000df151	user_options->spin_damp	8
TOP.5d5cefbb.000df151	user_options->status	0
TOP.5d5cefbb.000df151	user_options->status_timer	10
TOP.5d5cefbb.000df151	user_options->stdout_flag	0
TOP.5d5cefbb.000df151	user_options->usage	0
TOP.5d5cefbb.000df151	user_options->username	0
TOP.5d5cefbb.000df151	user_options->veracrypt_pim	0
TOP.5d5cefbb.000df151	user_options->version	0
TOP.5d5cefbb.000df151	user_options->workload_profile	2
TOP.5d5cefbb.000df151	user_options->brain_client	0
TOP.5d5cefbb.000df151	user_options->brain_client_features	2
TOP.5d5cefbb.000df151	user_options->brain_server	0
TOP.5d5cefbb.000df151	user_options->brain_port	6863
TOP.5d5cefbb.000df151	user_options->brain_session	0
TOP.5d5cefbb.000df151	hashes->hashfile	D:\hackertools\test.txt
TOP.5d5cefbb.000df151	hashes->hashlist_mode	4
TOP.5d5cefbb.000df151	hashes->hashlist_format	0
TOP.5d5cefbb.000df151	hashes->hashes_cnt	0
TOP.5d5cefbb.000df151	hashes->digests_cnt	1
TOP.5d5cefbb.000df151	hashes->digests_done	0
TOP.5d5cefbb.000df151	hashes->salts_cnt	1
TOP.5d5cefbb.000df151	hashes->salts_done	0
TOP.5d5cefbb.000df151	SUB.5d5cefbc.0008f31f	START
TOP.5d5cefbb.000df151	SUB.5d5cefbc.0008f31f	straight_ctx->dict	D:\hackertools\Dicts\passwd.txt
TOP.5d5cefbb.000df151	SUB.5d5cefbc.0008f31f	runtime_start	1566371772
TOP.5d5cefbb.000df151	SUB.5d5cefbc.0008f31f	runtime_stop	1566371772
TOP.5d5cefbb.000df151	SUB.5d5cefbc.0008f31f	status-after-work	13
TOP.5d5cefbb.000df151	SUB.5d5cefbc.0008f31f	STOP
TOP.5d5cefbb.000df151	proc_start	1566371771
TOP.5d5cefbb.000df151	proc_stop	1566371774
TOP.5d5cefbb.000df151	STOP
TOP.5d5cf092.00001788	START
TOP.5d5cf092.00001788	user_options->separator	:
TOP.5d5cf092.00001788	user_options->encoding_from	utf-8
TOP.5d5cf092.00001788	user_options->encoding_to	utf-8
TOP.5d5cf092.00001788	user_options->rule_buf_l	:
TOP.5d5cf092.00001788	user_options->rule_buf_r	:
TOP.5d5cf092.00001788	user_options->session	hashcat
TOP.5d5cf092.00001788	user_options->limit	0
TOP.5d5cf092.00001788	user_options->skip	0
TOP.5d5cf092.00001788	user_options->attack_mode	0
TOP.5d5cf092.00001788	user_options->benchmark	0
TOP.5d5cf092.00001788	user_options->benchmark_all	0
TOP.5d5cf092.00001788	user_options->bitmap_max	18
TOP.5d5cf092.00001788	user_options->bitmap_min	16
TOP.5d5cf092.00001788	user_options->debug_mode	0
TOP.5d5cf092.00001788	user_options->example_hashes	0
TOP.5d5cf092.00001788	user_options->force	1
TOP.5d5cf092.00001788	user_options->hwmon_disable	0
TOP.5d5cf092.00001788	user_options->hwmon_temp_abort	90
TOP.5d5cf092.00001788	user_options->hash_mode	13100
TOP.5d5cf092.00001788	user_options->hex_charset	0
TOP.5d5cf092.00001788	user_options->hex_salt	0
TOP.5d5cf092.00001788	user_options->hex_wordlist	0
TOP.5d5cf092.00001788	user_options->increment	0
TOP.5d5cf092.00001788	user_options->increment_max	256
TOP.5d5cf092.00001788	user_options->increment_min	1
TOP.5d5cf092.00001788	user_options->keep_guessing	0
TOP.5d5cf092.00001788	user_options->kernel_accel	0
TOP.5d5cf092.00001788	user_options->kernel_loops	0
TOP.5d5cf092.00001788	user_options->kernel_threads	0
TOP.5d5cf092.00001788	user_options->keyspace	0
TOP.5d5cf092.00001788	user_options->left	0
TOP.5d5cf092.00001788	user_options->logfile_disable	0
TOP.5d5cf092.00001788	user_options->loopback	0
TOP.5d5cf092.00001788	user_options->machine_readable	0
TOP.5d5cf092.00001788	user_options->markov_classic	0
TOP.5d5cf092.00001788	user_options->markov_disable	0
TOP.5d5cf092.00001788	user_options->markov_threshold	256
TOP.5d5cf092.00001788	user_options->opencl_info	0
TOP.5d5cf092.00001788	user_options->opencl_vector_width	0
TOP.5d5cf092.00001788	user_options->optimized_kernel_enable	0
TOP.5d5cf092.00001788	user_options->outfile_autohex	1
TOP.5d5cf092.00001788	user_options->outfile_check_timer	5
TOP.5d5cf092.00001788	user_options->outfile_format	3
TOP.5d5cf092.00001788	user_options->wordlist_autohex_disable	0
TOP.5d5cf092.00001788	user_options->potfile_disable	0
TOP.5d5cf092.00001788	user_options->progress_only	0
TOP.5d5cf092.00001788	user_options->quiet	0
TOP.5d5cf092.00001788	user_options->remove	0
TOP.5d5cf092.00001788	user_options->remove_timer	60
TOP.5d5cf092.00001788	user_options->restore	0
TOP.5d5cf092.00001788	user_options->restore_disable	0
TOP.5d5cf092.00001788	user_options->restore_timer	60
TOP.5d5cf092.00001788	user_options->rp_files_cnt	0
TOP.5d5cf092.00001788	user_options->rp_gen	0
TOP.5d5cf092.00001788	user_options->rp_gen_func_max	4
TOP.5d5cf092.00001788	user_options->rp_gen_func_min	1
TOP.5d5cf092.00001788	user_options->rp_gen_seed	0
TOP.5d5cf092.00001788	user_options->runtime	0
TOP.5d5cf092.00001788	user_options->scrypt_tmto	0
TOP.5d5cf092.00001788	user_options->segment_size	33554432
TOP.5d5cf092.00001788	user_options->self_test_disable	1
TOP.5d5cf092.00001788	user_options->slow_candidates	0
TOP.5d5cf092.00001788	user_options->show	0
TOP.5d5cf092.00001788	user_options->speed_only	0
TOP.5d5cf092.00001788	user_options->spin_damp	8
TOP.5d5cf092.00001788	user_options->status	0
TOP.5d5cf092.00001788	user_options->status_timer	10
TOP.5d5cf092.00001788	user_options->stdout_flag	0
TOP.5d5cf092.00001788	user_options->usage	0
TOP.5d5cf092.00001788	user_options->username	0
TOP.5d5cf092.00001788	user_options->veracrypt_pim	0
